taskId,img0Id,img1Id,img0Name,img1Name,jason,jim,karyn,kelly,maria,mike,mikeR,mikeS,nina,paul,pete,susan,testuser4
557,258,279,35.jpg,17.jpg,1,1,1,,-1,1,1,1,1,1,1,1,-1
558,252,261,16.jpg,3.jpg,-1,-1,-1,,1,-1,1,-1,1,1,1,-1,-1
559,250,265,8.jpg,5.jpg,1,1,1,,1,1,1,1,1,1,1,1,1
560,263,256,34.jpg,32.jpg,1,1,1,,1,1,1,1,1,1,1,1,1
561,261,273,3.jpg,6.jpg,1,1,1,,1,-1,-1,-1,-1,1,1,-1,1
562,265,255,5.jpg,1.jpg,-1,-1,1,,1,1,1,-1,1,1,1,1,-1
563,268,270,22.jpg,33.jpg,-1,-1,-1,,-1,-1,-1,1,-1,-1,-1,-1,1
564,263,265,34.jpg,5.jpg,1,1,1,,-1,1,1,1,1,1,1,1,1
565,269,278,30.jpg,24.jpg,-1,-1,-1,,-1,-1,1,-1,-1,-1,-1,-1,-1
566,261,270,3.jpg,33.jpg,1,1,1,,1,1,1,1,1,1,1,1,1
567,264,267,20.jpg,13.jpg,-1,-1,-1,,1,-1,-1,-1,1,1,-1,-1,-1
568,246,252,21.jpg,16.jpg,-1,-1,1,,-1,1,1,1,1,1,1,1,-1
569,252,258,16.jpg,35.jpg,-1,-1,-1,,1,-1,-1,1,-1,-1,-1,-1,1
570,253,270,10.jpg,33.jpg,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1
571,247,248,9.jpg,15.jpg,-1,-1,1,,-1,-1,1,-1,1,1,-1,-1,1
572,259,267,4.jpg,13.jpg,1,1,1,,1,1,1,-1,-1,1,1,1,1
573,267,274,13.jpg,29.jpg,-1,-1,-1,,-1,-1,-1,-1,1,-1,-1,-1,-1
574,274,277,29.jpg,7.jpg,-1,1,1,,1,1,1,1,1,1,1,1,1
575,251,254,31.jpg,11.jpg,-1,1,-1,,1,-1,1,-1,1,1,1,-1,1
576,275,249,28.jpg,27.jpg,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1
577,257,262,19.jpg,18.jpg,-1,-1,1,,1,-1,1,-1,-1,-1,-1,-1,1
578,251,271,31.jpg,14.jpg,1,-1,1,,1,1,1,1,1,1,1,1,1
579,252,259,16.jpg,4.jpg,1,1,1,,1,1,1,1,1,1,1,1,1
580,251,259,31.jpg,4.jpg,1,1,1,,1,1,1,1,1,1,1,1,1
581,266,274,25.jpg,29.jpg,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,-1,1
582,259,268,4.jpg,22.jpg,1,1,1,,-1,1,1,1,1,1,1,1,-1
583,247,277,9.jpg,7.jpg,-1,1,-1,,1,-1,1,-1,1,1,-1,-1,1
584,246,266,21.jpg,25.jpg,1,1,1,,-1,1,1,1,1,1,1,1,-1
585,264,273,20.jpg,6.jpg,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1
586,262,264,18.jpg,20.jpg,1,1,1,,1,1,1,1,1,1,1,1,1
587,253,278,10.jpg,24.jpg,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1
588,263,271,34.jpg,14.jpg,1,1,1,,1,1,1,-1,1,-1,-1,1,-1
589,246,274,21.jpg,29.jpg,-1,-1,1,,-1,1,1,1,1,1,1,1,-1
590,262,266,18.jpg,25.jpg,-1,1,1,,-1,1,1,1,1,1,1,1,-1
591,247,265,9.jpg,5.jpg,-1,1,-1,,-1,-1,1,-1,1,1,-1,-1,1
592,253,261,10.jpg,3.jpg,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,1
593,251,273,31.jpg,6.jpg,-1,-1,1,,1,-1,-1,1,1,1,1,-1,1
594,257,271,19.jpg,14.jpg,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,-1,1
595,249,276,27.jpg,23.jpg,1,1,1,,1,1,-1,1,1,1,1,1,1
596,252,270,16.jpg,33.jpg,1,1,1,,1,1,1,1,1,1,1,1,1
597,267,275,13.jpg,28.jpg,1,1,1,,-1,1,1,1,1,1,1,1,-1
598,276,279,23.jpg,17.jpg,1,1,1,,-1,1,1,1,-1,1,-1,1,-1
599,255,269,1.jpg,30.jpg,1,-1,-1,,1,1,-1,-1,-1,-1,-1,1,1
600,274,252,29.jpg,16.jpg,1,1,-1,,1,1,1,1,1,1,1,1,-1
601,279,272,17.jpg,2.jpg,-1,1,1,,1,-1,1,-1,1,1,1,-1,1
602,247,269,9.jpg,30.jpg,-1,1,-1,,1,-1,-1,-1,1,1,-1,-1,1
603,271,276,14.jpg,23.jpg,-1,1,-1,,1,-1,1,1,1,1,1,-1,-1
604,258,269,35.jpg,30.jpg,1,1,1,,-1,1,1,1,1,1,1,1,1
605,248,267,15.jpg,13.jpg,1,1,-1,,1,-1,1,1,1,1,1,1,1
606,262,256,18.jpg,32.jpg,-1,1,1,,1,1,1,1,1,1,1,1,1
607,247,279,9.jpg,17.jpg,-1,-1,-1,,-1,1,1,1,-1,1,-1,1,-1
608,262,272,18.jpg,2.jpg,1,-1,-1,,1,1,1,1,1,1,1,1,-1
609,250,266,8.jpg,25.jpg,1,1,1,,-1,1,1,1,1,1,1,1,-1
610,255,258,1.jpg,35.jpg,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1
611,259,270,4.jpg,33.jpg,1,1,1,,-1,1,1,1,1,1,-1,-1,-1
612,264,270,20.jpg,33.jpg,-1,-1,-1,,1,1,-1,1,-1,-1,-1,-1,-1
613,260,266,26.jpg,25.jpg,1,1,1,,-1,1,1,1,-1,1,1,1,-1
614,279,276,17.jpg,23.jpg,-1,1,-1,,1,-1,-1,-1,1,-1,-1,-1,1
615,246,272,21.jpg,2.jpg,1,1,1,,1,1,-1,1,1,1,1,1,1
616,272,274,2.jpg,29.jpg,-1,-1,-1,,-1,-1,-1,-1,-1,1,-1,-1,-1
617,252,254,16.jpg,11.jpg,-1,1,-1,,1,-1,1,-1,-1,-1,-1,-1,-1
618,260,248,26.jpg,15.jpg,-1,-1,1,,-1,1,-1,-1,-1,1,-1,1,-1
619,251,255,31.jpg,1.jpg,1,1,1,,1,1,1,1,1,1,1,1,1
620,254,270,11.jpg,33.jpg,1,1,1,,1,1,1,1,1,1,1,1,1
621,246,256,21.jpg,32.jpg,1,1,1,,1,1,-1,1,1,1,1,1,1
622,261,263,3.jpg,34.jpg,-1,1,1,,1,-1,-1,1,1,-1,1,-1,1
623,262,257,18.jpg,19.jpg,1,1,-1,,-1,1,1,1,1,1,1,-1,-1
624,249,251,27.jpg,31.jpg,1,1,1,,1,-1,-1,1,-1,-1,-1,-1,-1
625,254,263,11.jpg,34.jpg,1,1,-1,,1,1,-1,1,1,1,1,-1,1
626,253,248,10.jpg,15.jpg,-1,-1,1,,-1,-1,1,-1,-1,-1,-1,-1,-1
627,269,262,30.jpg,18.jpg,-1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1
628,256,272,32.jpg,2.jpg,-1,-1,-1,,-1,-1,1,-1,-1,-1,-1,-1,-1
629,251,275,31.jpg,28.jpg,1,1,1,,-1,1,1,1,1,1,1,1,1
630,269,253,30.jpg,10.jpg,1,-1,1,,1,1,1,1,1,1,1,1,1
631,273,274,6.jpg,29.jpg,1,-1,1,,-1,1,1,1,1,1,1,1,1
632,250,271,8.jpg,14.jpg,1,-1,1,,1,1,1,1,1,1,1,1,1
633,276,251,23.jpg,31.jpg,1,-1,-1,,1,-1,1,-1,-1,-1,-1,-1,-1
634,265,270,5.jpg,33.jpg,-1,-1,-1,,-1,1,-1,1,1,1,-1,-1,1
635,248,254,15.jpg,11.jpg,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1
636,248,271,15.jpg,14.jpg,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1
637,273,249,6.jpg,27.jpg,-1,-1,-1,,-1,1,-1,1,-1,-1,-1,1,1
638,268,279,22.jpg,17.jpg,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1
639,247,260,9.jpg,26.jpg,1,1,-1,,1,-1,1,1,1,1,1,-1,1
640,261,250,3.jpg,8.jpg,-1,1,-1,,1,-1,-1,-1,-1,-1,-1,-1,1
641,250,257,8.jpg,19.jpg,1,1,1,,-1,1,1,1,1,1,1,1,1
642,249,254,27.jpg,11.jpg,-1,1,1,,1,-1,-1,-1,-1,-1,-1,-1,1
643,257,276,19.jpg,23.jpg,-1,1,-1,,1,-1,-1,-1,1,-1,-1,1,1
644,262,263,18.jpg,34.jpg,-1,-1,-1,,1,-1,-1,1,1,1,1,-1,1
645,262,277,18.jpg,7.jpg,1,1,1,,1,1,1,1,1,1,1,1,1
646,268,278,22.jpg,24.jpg,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1
647,269,279,30.jpg,17.jpg,-1,-1,1,,-1,1,1,1,-1,1,1,-1,-1
648,252,253,16.jpg,10.jpg,1,1,1,,1,1,1,1,1,1,1,1,1
649,248,279,15.jpg,17.jpg,1,-1,-1,,-1,-1,1,1,-1,-1,1,1,-1
650,263,275,34.jpg,28.jpg,1,1,1,,-1,1,1,1,1,1,1,1,1
651,255,272,1.jpg,2.jpg,1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,1
652,253,260,10.jpg,26.jpg,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,-1,1
653,254,276,11.jpg,23.jpg,-1,1,1,,1,1,-1,1,1,1,1,1,1
654,252,263,16.jpg,34.jpg,-1,1,1,,1,1,1,1,1,-1,1,-1,1
655,260,254,26.jpg,11.jpg,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1
656,265,257,5.jpg,19.jpg,-1,-1,1,,-1,1,-1,-1,-1,1,1,1,-1
657,247,252,9.jpg,16.jpg,-1,-1,-1,,-1,-1,-1,-1,1,-1,-1,-1,-1
658,247,256,9.jpg,32.jpg,-1,1,-1,,-1,1,1,-1,1,1,1,1,1
659,270,276,33.jpg,23.jpg,-1,-1,1,,1,-1,-1,-1,1,-1,-1,-1,-1
660,266,277,25.jpg,7.jpg,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,-1,1
661,250,254,8.jpg,11.jpg,-1,-1,1,,1,1,1,1,1,1,1,1,1
662,247,272,9.jpg,2.jpg,-1,-1,-1,,1,-1,-1,-1,1,1,1,-1,-1
663,260,277,26.jpg,7.jpg,-1,-1,1,,1,1,-1,-1,-1,-1,1,1,-1
664,270,251,33.jpg,31.jpg,-1,-1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1
665,250,274,8.jpg,29.jpg,1,-1,1,,-1,1,-1,1,1,1,1,1,-1
666,253,273,10.jpg,6.jpg,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1
667,267,277,13.jpg,7.jpg,-1,-1,1,,1,1,1,1,1,1,1,1,-1
668,263,268,34.jpg,22.jpg,1,1,1,,-1,1,1,1,1,1,1,1,1
669,256,269,32.jpg,30.jpg,1,-1,-1,,1,-1,-1,1,-1,1,-1,-1,1
670,249,274,27.jpg,29.jpg,1,1,1,,1,-1,1,1,1,1,1,-1,1
671,270,263,33.jpg,34.jpg,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,-1,1
672,257,272,19.jpg,2.jpg,-1,1,1,,1,-1,-1,-1,1,1,-1,1,1
673,246,275,21.jpg,28.jpg,1,1,1,,-1,1,1,1,1,1,1,1,1
